ISIN,Date,Price,Model
AT0000922554,2023-09-25,30.5,prod_LGBMRegressor
AT0000922554,2023-09-26,30.23,prod_LGBMRegressor
AT0000922554,2023-09-27,30.22,prod_LGBMRegressor
AT0000922554,2023-09-28,30.33,prod_LGBMRegressor
AT0000922554,2023-09-29,30.25,prod_LGBMRegressor
AT0000922554,2023-10-02,30.21,prod_LGBMRegressor
AT0000922554,2023-10-03,30.16,prod_LGBMRegressor
AT0000922554,2023-10-04,30.21,prod_LGBMRegressor
AT0000922554,2023-10-05,30.33,prod_LGBMRegressor
AT0000922554,2023-10-06,30.42,prod_LGBMRegressor
AT00000VIE62,2023-09-25,46.99,prod_LGBMRegressor
AT00000VIE62,2023-09-26,47.06,prod_LGBMRegressor
AT00000VIE62,2023-09-27,47.08,prod_LGBMRegressor
AT00000VIE62,2023-09-28,47.13,prod_LGBMRegressor
AT00000VIE62,2023-09-29,47.19,prod_LGBMRegressor
AT00000VIE62,2023-10-02,47.21,prod_LGBMRegressor
AT00000VIE62,2023-10-03,47.28,prod_LGBMRegressor
AT00000VIE62,2023-10-04,47.39,prod_LGBMRegressor
AT00000VIE62,2023-10-05,47.51,prod_LGBMRegressor
AT00000VIE62,2023-10-06,47.7,prod_LGBMRegressor
AT0000741053,2023-09-25,24.85,prod_LGBMRegressor
AT0000741053,2023-09-26,24.78,prod_LGBMRegressor
AT0000741053,2023-09-27,24.77,prod_LGBMRegressor
AT0000741053,2023-09-28,24.84,prod_LGBMRegressor
AT0000741053,2023-09-29,24.9,prod_LGBMRegressor
AT0000741053,2023-10-02,24.94,prod_LGBMRegressor
AT0000741053,2023-10-03,25.02,prod_LGBMRegressor
AT0000741053,2023-10-04,25.17,prod_LGBMRegressor
AT0000741053,2023-10-05,25.13,prod_LGBMRegressor
AT0000741053,2023-10-06,25.15,prod_LGBMRegressor
AT0000785555,2023-09-25,16.87,prod_LGBMRegressor
AT0000785555,2023-09-26,17.02,prod_LGBMRegressor
AT0000785555,2023-09-27,16.67,prod_LGBMRegressor
AT0000785555,2023-09-28,16.56,prod_LGBMRegressor
AT0000785555,2023-09-29,16.76,prod_LGBMRegressor
AT0000785555,2023-10-02,16.59,prod_LGBMRegressor
AT0000785555,2023-10-03,16.56,prod_LGBMRegressor
AT0000785555,2023-10-04,16.63,prod_LGBMRegressor
AT0000785555,2023-10-05,16.59,prod_LGBMRegressor
AT0000785555,2023-10-06,16.59,prod_LGBMRegressor
AT0000831706,2023-09-25,23.8,prod_LGBMRegressor
AT0000831706,2023-09-26,23.78,prod_LGBMRegressor
AT0000831706,2023-09-27,23.73,prod_LGBMRegressor
AT0000831706,2023-09-28,23.7,prod_LGBMRegressor
AT0000831706,2023-09-29,23.69,prod_LGBMRegressor
AT0000831706,2023-10-02,23.74,prod_LGBMRegressor
AT0000831706,2023-10-03,23.79,prod_LGBMRegressor
AT0000831706,2023-10-04,23.85,prod_LGBMRegressor
AT0000831706,2023-10-05,23.92,prod_LGBMRegressor
AT0000831706,2023-10-06,24.03,prod_LGBMRegressor
AT0000644505,2023-09-25,38.47,prod_LGBMRegressor
AT0000644505,2023-09-26,38.16,prod_LGBMRegressor
AT0000644505,2023-09-27,38.3,prod_LGBMRegressor
AT0000644505,2023-09-28,38.38,prod_LGBMRegressor
AT0000644505,2023-09-29,38.3,prod_LGBMRegressor
AT0000644505,2023-10-02,38.52,prod_LGBMRegressor
AT0000644505,2023-10-03,38.37,prod_LGBMRegressor
AT0000644505,2023-10-04,38.21,prod_LGBMRegressor
AT0000644505,2023-10-05,38.08,prod_LGBMRegressor
AT0000644505,2023-10-06,38.12,prod_LGBMRegressor
AT0000758305,2023-09-25,22.62,prod_LGBMRegressor
AT0000758305,2023-09-26,22.57,prod_LGBMRegressor
AT0000758305,2023-09-27,22.49,prod_LGBMRegressor
AT0000758305,2023-09-28,22.41,prod_LGBMRegressor
AT0000758305,2023-09-29,22.47,prod_LGBMRegressor
AT0000758305,2023-10-02,22.58,prod_LGBMRegressor
AT0000758305,2023-10-03,22.64,prod_LGBMRegressor
AT0000758305,2023-10-04,22.85,prod_LGBMRegressor
AT0000758305,2023-10-05,22.93,prod_LGBMRegressor
AT0000758305,2023-10-06,22.95,prod_LGBMRegressor
AT0000938204,2023-09-25,128.09,prod_LGBMRegressor
AT0000938204,2023-09-26,128.18,prod_LGBMRegressor
AT0000938204,2023-09-27,128.2,prod_LGBMRegressor
AT0000938204,2023-09-28,128.35,prod_LGBMRegressor
AT0000938204,2023-09-29,128.61,prod_LGBMRegressor
AT0000938204,2023-10-02,128.54,prod_LGBMRegressor
AT0000938204,2023-10-03,129.27,prod_LGBMRegressor
AT0000938204,2023-10-04,129.01,prod_LGBMRegressor
AT0000938204,2023-10-05,129.11,prod_LGBMRegressor
AT0000938204,2023-10-06,129.22,prod_LGBMRegressor
AT0000908504,2023-09-25,26.0,prod_LGBMRegressor
AT0000908504,2023-09-26,26.01,prod_LGBMRegressor
AT0000908504,2023-09-27,26.03,prod_LGBMRegressor
AT0000908504,2023-09-28,26.07,prod_LGBMRegressor
AT0000908504,2023-09-29,26.05,prod_LGBMRegressor
AT0000908504,2023-10-02,26.09,prod_LGBMRegressor
AT0000908504,2023-10-03,26.22,prod_LGBMRegressor
AT0000908504,2023-10-04,26.36,prod_LGBMRegressor
AT0000908504,2023-10-05,26.47,prod_LGBMRegressor
AT0000908504,2023-10-06,26.56,prod_LGBMRegressor
AT0000A21KS2,2023-09-25,18.2,prod_LGBMRegressor
AT0000A21KS2,2023-09-26,18.2,prod_LGBMRegressor
AT0000A21KS2,2023-09-27,18.23,prod_LGBMRegressor
AT0000A21KS2,2023-09-28,18.29,prod_LGBMRegressor
AT0000A21KS2,2023-09-29,18.35,prod_LGBMRegressor
AT0000A21KS2,2023-10-02,18.39,prod_LGBMRegressor
AT0000A21KS2,2023-10-03,18.45,prod_LGBMRegressor
AT0000A21KS2,2023-10-04,18.49,prod_LGBMRegressor
AT0000A21KS2,2023-10-05,18.53,prod_LGBMRegressor
AT0000A21KS2,2023-10-06,18.57,prod_LGBMRegressor
AT0000641352,2023-09-25,30.87,prod_LGBMRegressor
AT0000641352,2023-09-26,30.95,prod_LGBMRegressor
AT0000641352,2023-09-27,30.98,prod_LGBMRegressor
AT0000641352,2023-09-28,31.02,prod_LGBMRegressor
AT0000641352,2023-09-29,31.07,prod_LGBMRegressor
AT0000641352,2023-10-02,31.14,prod_LGBMRegressor
AT0000641352,2023-10-03,31.18,prod_LGBMRegressor
AT0000641352,2023-10-04,31.27,prod_LGBMRegressor
AT0000641352,2023-10-05,31.35,prod_LGBMRegressor
AT0000641352,2023-10-06,31.44,prod_LGBMRegressor
AT0000821103,2023-09-25,7.59,prod_LGBMRegressor
AT0000821103,2023-09-26,7.61,prod_LGBMRegressor
AT0000821103,2023-09-27,7.62,prod_LGBMRegressor
AT0000821103,2023-09-28,7.65,prod_LGBMRegressor
AT0000821103,2023-09-29,7.67,prod_LGBMRegressor
AT0000821103,2023-10-02,7.69,prod_LGBMRegressor
AT0000821103,2023-10-03,7.7,prod_LGBMRegressor
AT0000821103,2023-10-04,7.72,prod_LGBMRegressor
AT0000821103,2023-10-05,7.75,prod_LGBMRegressor
AT0000821103,2023-10-06,7.76,prod_LGBMRegressor
AT0000999982,2023-09-25,3155.75,prod_lstm
AT0000999982,2023-09-26,3142.9,prod_lstm
AT0000999982,2023-09-27,3144.17,prod_lstm
AT0000999982,2023-09-28,3148.21,prod_lstm
AT0000999982,2023-09-29,3144.69,prod_lstm
AT0000999982,2023-10-02,3144.49,prod_lstm
AT0000999982,2023-10-03,3159.3,prod_lstm
AT0000999982,2023-10-04,3151.53,prod_lstm
AT0000999982,2023-10-05,3150.58,prod_lstm
AT0000999982,2023-10-06,3151.25,prod_lstm
AT0000743059,2023-09-25,45.09,prod_lstm
AT0000743059,2023-09-26,45.1,prod_lstm
AT0000743059,2023-09-27,44.95,prod_lstm
AT0000743059,2023-09-28,45.08,prod_lstm
AT0000743059,2023-09-29,45.09,prod_lstm
AT0000743059,2023-10-02,45.12,prod_lstm
AT0000743059,2023-10-03,45.1,prod_lstm
AT0000743059,2023-10-04,45.1,prod_lstm
AT0000743059,2023-10-05,45.21,prod_lstm
AT0000743059,2023-10-06,45.22,prod_lstm
AT0000937503,2023-09-25,25.9,prod_lstm
AT0000937503,2023-09-26,25.8,prod_lstm
AT0000937503,2023-09-27,25.69,prod_lstm
AT0000937503,2023-09-28,25.56,prod_lstm
AT0000937503,2023-09-29,25.38,prod_lstm
AT0000937503,2023-10-02,25.26,prod_lstm
AT0000937503,2023-10-03,25.12,prod_lstm
AT0000937503,2023-10-04,25.07,prod_lstm
AT0000937503,2023-10-05,24.92,prod_lstm
AT0000937503,2023-10-06,24.81,prod_lstm
AT0000652011,2023-09-25,32.4,prod_lstm
AT0000652011,2023-09-26,32.32,prod_lstm
AT0000652011,2023-09-27,32.13,prod_lstm
AT0000652011,2023-09-28,32.08,prod_lstm
AT0000652011,2023-09-29,31.94,prod_lstm
AT0000652011,2023-10-02,31.86,prod_lstm
AT0000652011,2023-10-03,31.65,prod_lstm
AT0000652011,2023-10-04,31.52,prod_lstm
AT0000652011,2023-10-05,31.37,prod_lstm
AT0000652011,2023-10-06,31.26,prod_lstm
AT0000746409,2023-09-25,78.85,prod_lstm
AT0000746409,2023-09-26,78.38,prod_lstm
AT0000746409,2023-09-27,77.66,prod_lstm
AT0000746409,2023-09-28,77.32,prod_lstm
AT0000746409,2023-09-29,76.86,prod_lstm
AT0000746409,2023-10-02,76.48,prod_lstm
AT0000746409,2023-10-03,75.9,prod_lstm
AT0000746409,2023-10-04,75.47,prod_lstm
AT0000746409,2023-10-05,74.96,prod_lstm
AT0000746409,2023-10-06,74.46,prod_lstm
AT0000922554,2023-09-25,30.37,prod_lstm
AT0000922554,2023-09-26,30.0,prod_lstm
AT0000922554,2023-09-27,29.74,prod_lstm
AT0000922554,2023-09-28,29.65,prod_lstm
AT0000922554,2023-09-29,29.4,prod_lstm
AT0000922554,2023-10-02,29.03,prod_lstm
AT0000922554,2023-10-03,28.71,prod_lstm
AT0000922554,2023-10-04,28.34,prod_lstm
AT0000922554,2023-10-05,27.97,prod_lstm
AT0000922554,2023-10-06,27.64,prod_lstm
AT00000VIE62,2023-09-25,46.57,prod_lstm
AT00000VIE62,2023-09-26,46.43,prod_lstm
AT00000VIE62,2023-09-27,46.3,prod_lstm
AT00000VIE62,2023-09-28,46.4,prod_lstm
AT00000VIE62,2023-09-29,46.27,prod_lstm
AT00000VIE62,2023-10-02,46.17,prod_lstm
AT00000VIE62,2023-10-03,46.01,prod_lstm
AT00000VIE62,2023-10-04,45.68,prod_lstm
AT00000VIE62,2023-10-05,45.44,prod_lstm
AT00000VIE62,2023-10-06,45.21,prod_lstm
AT0000741053,2023-09-25,24.62,prod_lstm
AT0000741053,2023-09-26,24.47,prod_lstm
AT0000741053,2023-09-27,24.35,prod_lstm
AT0000741053,2023-09-28,24.21,prod_lstm
AT0000741053,2023-09-29,24.0,prod_lstm
AT0000741053,2023-10-02,23.9,prod_lstm
AT0000741053,2023-10-03,23.76,prod_lstm
AT0000741053,2023-10-04,23.53,prod_lstm
AT0000741053,2023-10-05,23.43,prod_lstm
AT0000741053,2023-10-06,23.34,prod_lstm
AT0000785555,2023-09-25,16.7,prod_lstm
AT0000785555,2023-09-26,16.67,prod_lstm
AT0000785555,2023-09-27,16.7,prod_lstm
AT0000785555,2023-09-28,16.69,prod_lstm
AT0000785555,2023-09-29,16.66,prod_lstm
AT0000785555,2023-10-02,16.7,prod_lstm
AT0000785555,2023-10-03,16.57,prod_lstm
AT0000785555,2023-10-04,16.57,prod_lstm
AT0000785555,2023-10-05,16.55,prod_lstm
AT0000785555,2023-10-06,16.48,prod_lstm
AT0000831706,2023-09-25,23.68,prod_lstm
AT0000831706,2023-09-26,23.4,prod_lstm
AT0000831706,2023-09-27,23.22,prod_lstm
AT0000831706,2023-09-28,23.09,prod_lstm
AT0000831706,2023-09-29,22.92,prod_lstm
AT0000831706,2023-10-02,22.73,prod_lstm
AT0000831706,2023-10-03,22.62,prod_lstm
AT0000831706,2023-10-04,22.5,prod_lstm
AT0000831706,2023-10-05,22.36,prod_lstm
AT0000831706,2023-10-06,22.15,prod_lstm
AT0000644505,2023-09-25,38.66,prod_lstm
AT0000644505,2023-09-26,38.61,prod_lstm
AT0000644505,2023-09-27,38.66,prod_lstm
AT0000644505,2023-09-28,38.5,prod_lstm
AT0000644505,2023-09-29,38.42,prod_lstm
AT0000644505,2023-10-02,38.29,prod_lstm
AT0000644505,2023-10-03,38.12,prod_lstm
AT0000644505,2023-10-04,37.99,prod_lstm
AT0000644505,2023-10-05,37.88,prod_lstm
AT0000644505,2023-10-06,37.81,prod_lstm
AT0000758305,2023-09-25,22.51,prod_lstm
AT0000758305,2023-09-26,22.26,prod_lstm
AT0000758305,2023-09-27,22.18,prod_lstm
AT0000758305,2023-09-28,21.98,prod_lstm
AT0000758305,2023-09-29,21.77,prod_lstm
AT0000758305,2023-10-02,21.62,prod_lstm
AT0000758305,2023-10-03,21.41,prod_lstm
AT0000758305,2023-10-04,21.19,prod_lstm
AT0000758305,2023-10-05,21.05,prod_lstm
AT0000758305,2023-10-06,20.88,prod_lstm
AT0000938204,2023-09-25,126.42,prod_lstm
AT0000938204,2023-09-26,124.74,prod_lstm
AT0000938204,2023-09-27,123.28,prod_lstm
AT0000938204,2023-09-28,122.0,prod_lstm
AT0000938204,2023-09-29,120.74,prod_lstm
AT0000938204,2023-10-02,119.23,prod_lstm
AT0000938204,2023-10-03,117.7,prod_lstm
AT0000938204,2023-10-04,116.43,prod_lstm
AT0000938204,2023-10-05,114.94,prod_lstm
AT0000938204,2023-10-06,113.09,prod_lstm
AT0000908504,2023-09-25,25.69,prod_lstm
AT0000908504,2023-09-26,25.33,prod_lstm
AT0000908504,2023-09-27,25.14,prod_lstm
AT0000908504,2023-09-28,24.72,prod_lstm
AT0000908504,2023-09-29,24.49,prod_lstm
AT0000908504,2023-10-02,24.31,prod_lstm
AT0000908504,2023-10-03,24.17,prod_lstm
AT0000908504,2023-10-04,23.88,prod_lstm
AT0000908504,2023-10-05,23.63,prod_lstm
AT0000908504,2023-10-06,23.37,prod_lstm
AT0000A21KS2,2023-09-25,18.09,prod_lstm
AT0000A21KS2,2023-09-26,17.98,prod_lstm
AT0000A21KS2,2023-09-27,17.93,prod_lstm
AT0000A21KS2,2023-09-28,17.86,prod_lstm
AT0000A21KS2,2023-09-29,17.78,prod_lstm
AT0000A21KS2,2023-10-02,17.73,prod_lstm
AT0000A21KS2,2023-10-03,17.67,prod_lstm
AT0000A21KS2,2023-10-04,17.62,prod_lstm
AT0000A21KS2,2023-10-05,17.51,prod_lstm
AT0000A21KS2,2023-10-06,17.43,prod_lstm
AT0000641352,2023-09-25,30.7,prod_lstm
AT0000641352,2023-09-26,30.54,prod_lstm
AT0000641352,2023-09-27,30.32,prod_lstm
AT0000641352,2023-09-28,30.09,prod_lstm
AT0000641352,2023-09-29,30.0,prod_lstm
AT0000641352,2023-10-02,29.83,prod_lstm
AT0000641352,2023-10-03,29.7,prod_lstm
AT0000641352,2023-10-04,29.66,prod_lstm
AT0000641352,2023-10-05,29.49,prod_lstm
AT0000641352,2023-10-06,29.39,prod_lstm
AT0000821103,2023-09-25,7.51,prod_lstm
AT0000821103,2023-09-26,7.43,prod_lstm
AT0000821103,2023-09-27,7.36,prod_lstm
AT0000821103,2023-09-28,7.33,prod_lstm
AT0000821103,2023-09-29,7.27,prod_lstm
AT0000821103,2023-10-02,7.24,prod_lstm
AT0000821103,2023-10-03,7.22,prod_lstm
AT0000821103,2023-10-04,7.18,prod_lstm
AT0000821103,2023-10-05,7.13,prod_lstm
AT0000821103,2023-10-06,7.09,prod_lstm
AT0000999982,2023-09-25,3160.25,prod_moving_average_recursive
AT0000999982,2023-09-26,3162.03,prod_moving_average_recursive
AT0000999982,2023-09-27,3163.88,prod_moving_average_recursive
AT0000999982,2023-09-28,3165.77,prod_moving_average_recursive
AT0000999982,2023-09-29,3167.73,prod_moving_average_recursive
AT0000999982,2023-10-02,3169.94,prod_moving_average_recursive
AT0000999982,2023-10-03,3171.94,prod_moving_average_recursive
AT0000999982,2023-10-04,3173.84,prod_moving_average_recursive
AT0000999982,2023-10-05,3175.33,prod_moving_average_recursive
AT0000999982,2023-10-06,3176.89,prod_moving_average_recursive
AT0000743059,2023-09-25,45.23,prod_moving_average_recursive
AT0000743059,2023-09-26,45.27,prod_moving_average_recursive
AT0000743059,2023-09-27,45.31,prod_moving_average_recursive
AT0000743059,2023-09-28,45.34,prod_moving_average_recursive
AT0000743059,2023-09-29,45.38,prod_moving_average_recursive
AT0000743059,2023-10-02,45.42,prod_moving_average_recursive
AT0000743059,2023-10-03,45.45,prod_moving_average_recursive
AT0000743059,2023-10-04,45.48,prod_moving_average_recursive
AT0000743059,2023-10-05,45.51,prod_moving_average_recursive
AT0000743059,2023-10-06,45.53,prod_moving_average_recursive
AT0000937503,2023-09-25,26.15,prod_moving_average_recursive
AT0000937503,2023-09-26,26.19,prod_moving_average_recursive
AT0000937503,2023-09-27,26.22,prod_moving_average_recursive
AT0000937503,2023-09-28,26.26,prod_moving_average_recursive
AT0000937503,2023-09-29,26.29,prod_moving_average_recursive
AT0000937503,2023-10-02,26.34,prod_moving_average_recursive
AT0000937503,2023-10-03,26.38,prod_moving_average_recursive
AT0000937503,2023-10-04,26.42,prod_moving_average_recursive
AT0000937503,2023-10-05,26.45,prod_moving_average_recursive
AT0000937503,2023-10-06,26.49,prod_moving_average_recursive
AT0000652011,2023-09-25,32.49,prod_moving_average_recursive
AT0000652011,2023-09-26,32.53,prod_moving_average_recursive
AT0000652011,2023-09-27,32.58,prod_moving_average_recursive
AT0000652011,2023-09-28,32.62,prod_moving_average_recursive
AT0000652011,2023-09-29,32.67,prod_moving_average_recursive
AT0000652011,2023-10-02,32.72,prod_moving_average_recursive
AT0000652011,2023-10-03,32.76,prod_moving_average_recursive
AT0000652011,2023-10-04,32.81,prod_moving_average_recursive
AT0000652011,2023-10-05,32.85,prod_moving_average_recursive
AT0000652011,2023-10-06,32.89,prod_moving_average_recursive
AT0000746409,2023-09-25,79.17,prod_moving_average_recursive
AT0000746409,2023-09-26,79.15,prod_moving_average_recursive
AT0000746409,2023-09-27,79.12,prod_moving_average_recursive
AT0000746409,2023-09-28,79.09,prod_moving_average_recursive
AT0000746409,2023-09-29,79.06,prod_moving_average_recursive
AT0000746409,2023-10-02,79.04,prod_moving_average_recursive
AT0000746409,2023-10-03,79.01,prod_moving_average_recursive
AT0000746409,2023-10-04,78.98,prod_moving_average_recursive
AT0000746409,2023-10-05,78.96,prod_moving_average_recursive
AT0000746409,2023-10-06,78.94,prod_moving_average_recursive
AT0000922554,2023-09-25,30.6,prod_moving_average_recursive
AT0000922554,2023-09-26,30.6,prod_moving_average_recursive
AT0000922554,2023-09-27,30.61,prod_moving_average_recursive
AT0000922554,2023-09-28,30.61,prod_moving_average_recursive
AT0000922554,2023-09-29,30.62,prod_moving_average_recursive
AT0000922554,2023-10-02,30.63,prod_moving_average_recursive
AT0000922554,2023-10-03,30.63,prod_moving_average_recursive
AT0000922554,2023-10-04,30.64,prod_moving_average_recursive
AT0000922554,2023-10-05,30.65,prod_moving_average_recursive
AT0000922554,2023-10-06,30.66,prod_moving_average_recursive
AT00000VIE62,2023-09-25,46.86,prod_moving_average_recursive
AT00000VIE62,2023-09-26,46.93,prod_moving_average_recursive
AT00000VIE62,2023-09-27,46.99,prod_moving_average_recursive
AT00000VIE62,2023-09-28,47.05,prod_moving_average_recursive
AT00000VIE62,2023-09-29,47.11,prod_moving_average_recursive
AT00000VIE62,2023-10-02,47.17,prod_moving_average_recursive
AT00000VIE62,2023-10-03,47.24,prod_moving_average_recursive
AT00000VIE62,2023-10-04,47.3,prod_moving_average_recursive
AT00000VIE62,2023-10-05,47.37,prod_moving_average_recursive
AT00000VIE62,2023-10-06,47.43,prod_moving_average_recursive
AT0000741053,2023-09-25,24.78,prod_moving_average_recursive
AT0000741053,2023-09-26,24.81,prod_moving_average_recursive
AT0000741053,2023-09-27,24.85,prod_moving_average_recursive
AT0000741053,2023-09-28,24.88,prod_moving_average_recursive
AT0000741053,2023-09-29,24.92,prod_moving_average_recursive
AT0000741053,2023-10-02,24.96,prod_moving_average_recursive
AT0000741053,2023-10-03,24.99,prod_moving_average_recursive
AT0000741053,2023-10-04,25.03,prod_moving_average_recursive
AT0000741053,2023-10-05,25.06,prod_moving_average_recursive
AT0000741053,2023-10-06,25.09,prod_moving_average_recursive
AT0000785555,2023-09-25,16.77,prod_moving_average_recursive
AT0000785555,2023-09-26,16.77,prod_moving_average_recursive
AT0000785555,2023-09-27,16.77,prod_moving_average_recursive
AT0000785555,2023-09-28,16.76,prod_moving_average_recursive
AT0000785555,2023-09-29,16.76,prod_moving_average_recursive
AT0000785555,2023-10-02,16.76,prod_moving_average_recursive
AT0000785555,2023-10-03,16.76,prod_moving_average_recursive
AT0000785555,2023-10-04,16.75,prod_moving_average_recursive
AT0000785555,2023-10-05,16.75,prod_moving_average_recursive
AT0000785555,2023-10-06,16.75,prod_moving_average_recursive
AT0000831706,2023-09-25,23.85,prod_moving_average_recursive
AT0000831706,2023-09-26,23.86,prod_moving_average_recursive
AT0000831706,2023-09-27,23.87,prod_moving_average_recursive
AT0000831706,2023-09-28,23.89,prod_moving_average_recursive
AT0000831706,2023-09-29,23.9,prod_moving_average_recursive
AT0000831706,2023-10-02,23.92,prod_moving_average_recursive
AT0000831706,2023-10-03,23.93,prod_moving_average_recursive
AT0000831706,2023-10-04,23.95,prod_moving_average_recursive
AT0000831706,2023-10-05,23.96,prod_moving_average_recursive
AT0000831706,2023-10-06,23.97,prod_moving_average_recursive
AT0000644505,2023-09-25,38.6,prod_moving_average_recursive
AT0000644505,2023-09-26,38.55,prod_moving_average_recursive
AT0000644505,2023-09-27,38.49,prod_moving_average_recursive
AT0000644505,2023-09-28,38.45,prod_moving_average_recursive
AT0000644505,2023-09-29,38.39,prod_moving_average_recursive
AT0000644505,2023-10-02,38.35,prod_moving_average_recursive
AT0000644505,2023-10-03,38.32,prod_moving_average_recursive
AT0000644505,2023-10-04,38.28,prod_moving_average_recursive
